Job Title,Company,Location,Description,Key Responsibilities,Skills Required,Preferred Experience,Keywords
Senior Customer Success Manager,Protect AI,"San Francisco, CA",Implement automation tools for workflow optimization. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Drive customer satisfaction and retention efforts., Collaborate with cross-functional teams to improve customer experience.","Process Improvement, CRM Platforms (Salesforce, Zendesk), Predictive Analytics, Operational Efficiency, AI & Machine Learning","14+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Predictive Analytics, Customer Success"
Senior AI Solutions Partner,Medix Infusion,Remote,Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Develop and implement AI-driven customer engagement strategies., Utilize machine learning and predictive analytics to enhance customer insights.","Operational Efficiency, CX Strategy, AI & Machine Learning, CRM Platforms (Salesforce, Zendesk), Predictive Analytics","14+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, CRM Platforms (Salesforce, Zendesk), KPI Management"
"VP, Customer Success",MongoDB,"Chicago, IL",Develop strategic roadmaps for customer experience improvement. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Implement automation tools for workflow optimization., Mentor and train teams in customer success best practices.","Customer Success, KPI Management, CRM Platforms (Salesforce, Zendesk), CX Strategy, Team Leadership","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, KPI Management, AI & Machine Learning"
Senior Customer Success Manager,Signify Health,"Chicago, IL",Develop strategic roadmaps for customer experience improvement. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives.","Predictive Analytics, Team Leadership, Customer Success, AI & Machine Learning, KPI Management","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Team Leadership, Customer Success"
Infusion Customer Service Manager,OrthoTexas Physicians & Surgeons,"Dallas, TX",Mentor and train teams in customer success best practices. This role requires expertise in Team Leadership and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels., Develop and implement AI-driven customer engagement strategies.","KPI Management, Process Improvement, Team Leadership, Operational Efficiency, Predictive Analytics","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, CRM Platforms (Salesforce, Zendesk), Team Leadership"
Call Center Director,Amazon Web Services,Remote,Oversee call center operations and optimize support channels. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Develop strategic roadmaps for customer experience improvement., Enhance operational efficiencies using data analytics.","AI & Machine Learning, Customer Success, Predictive Analytics, CRM Platforms (Salesforce, Zendesk), CX Strategy","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, Team Leadership, AI & Machine Learning"
Senior AI Solutions Partner,Qlik,"Chicago, IL",Develop and implement AI-driven customer engagement strategies. This role requires expertise in AI & Machine Learning and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Lead and oversee customer success initiatives., Utilize machine learning and predictive analytics to enhance customer insights.","Operational Efficiency, KPI Management, Team Leadership, Process Improvement, Data Visualization","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), Predictive Analytics, Process Improvement"
Customer Experience Operations Manager,Qlik,"New York, NY",Oversee call center operations and optimize support channels. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Develop and implement AI-driven customer engagement strategies., Develop strategic roadmaps for customer experience improvement.","AI & Machine Learning, Predictive Analytics, CRM Platforms (Salesforce, Zendesk), CX Strategy, Process Improvement","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, KPI Management, Team Leadership"
Chief Operating Officer,Qlik,"San Francisco, CA",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives., Implement automation tools for workflow optimization.","Operational Efficiency, Customer Success, Predictive Analytics, Team Leadership, Data Visualization","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CRM Platforms (Salesforce, Zendesk), Data Visualization"
Director of Customer Support,Fort Health,"Dallas, TX",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Mentor and train teams in customer success best practices., Lead and oversee customer success initiatives.","Predictive Analytics, CX Strategy, Process Improvement, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, AI & Machine Learning, Customer Success"
Director of CX Operations,Take Command Health,"Austin, TX",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in Predictive Analytics and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Develop and implement AI-driven customer engagement strategies., Collaborate with cross-functional teams to improve customer experience.","AI & Machine Learning, KPI Management, Operational Efficiency, Data Visualization, CRM Platforms (Salesforce, Zendesk)","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, CRM Platforms (Salesforce, Zendesk), Customer Success"
Customer Experience Manager,CSC Serviceworks,"Austin, TX","Implement automation tools for workflow optimization. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Enhance operational efficiencies using data analytics., Mentor and train teams in customer success best practices., Lead and oversee customer success initiatives.","CRM Platforms (Salesforce, Zendesk), CX Strategy, Customer Success, Team Leadership, Data Visualization","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, AI & Machine Learning, CRM Platforms (Salesforce, Zendesk)"
Senior Customer Success Manager,HappyCo,"Austin, TX",Develop strategic roadmaps for customer experience improvement. This role requires expertise in Team Leadership and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Mentor and train teams in customer success best practices., Collaborate with cross-functional teams to improve customer experience.","Customer Success, Data Visualization, Team Leadership, CRM Platforms (Salesforce, Zendesk), Predictive Analytics","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CX Strategy, Data Visualization"
Director of CX Operations,Fort Health,"Austin, TX",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Mentor and train teams in customer success best practices., Collaborate with cross-functional teams to improve customer experience.","Process Improvement, CX Strategy, Customer Success, Predictive Analytics, AI & Machine Learning","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Data Visualization, Customer Success"
Customer Experience Operations Manager,Take Command Health,"New York, NY",Enhance operational efficiencies using data analytics. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Oversee call center operations and optimize support channels., Develop and implement AI-driven customer engagement strategies.","Customer Success, Team Leadership, Process Improvement, KPI Management, CX Strategy","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","AI & Machine Learning, Data Visualization, KPI Management"
Head of Operations,"Vizient, Inc.","Austin, TX",Enhance operational efficiencies using data analytics. This role requires expertise in Predictive Analytics and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Implement automation tools for workflow optimization., Develop strategic roadmaps for customer experience improvement.","KPI Management, Team Leadership, Customer Success, AI & Machine Learning, CX Strategy","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Data Visualization, AI & Machine Learning"
Head of Operations,Amazon Web Services,"Austin, TX",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in AI & Machine Learning and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Enhance operational efficiencies using data analytics., Collaborate with cross-functional teams to improve customer experience.","Predictive Analytics, Customer Success, Process Improvement, KPI Management, Data Visualization","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, Data Visualization, Team Leadership"
Operations Manager,Stride Care,"Dallas, TX",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Utilize machine learning and predictive analytics to enhance customer insights., Drive customer satisfaction and retention efforts., Mentor and train teams in customer success best practices.","KPI Management, CX Strategy, Operational Efficiency, Predictive Analytics, CRM Platforms (Salesforce, Zendesk)","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Process Improvement, Operational Efficiency"
Customer Experience Manager,Amazon Web Services,"Chicago, IL","Oversee call center operations and optimize support channels. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Mentor and train teams in customer success best practices., Utilize machine learning and predictive analytics to enhance customer insights., Lead and oversee customer success initiatives.","Team Leadership, Customer Success, CX Strategy, AI & Machine Learning, Predictive Analytics","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, CX Strategy, Team Leadership"
Patient Access Manager,CSC Serviceworks,Remote,Oversee call center operations and optimize support channels. This role requires expertise in Team Leadership and experience leading high-performing teams in a fast-paced environment.,"Drive customer satisfaction and retention efforts., Develop strategic roadmaps for customer experience improvement., Utilize machine learning and predictive analytics to enhance customer insights.","CX Strategy, Team Leadership, Customer Success, Data Visualization, KPI Management","5+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, KPI Management, Data Visualization"
Call Center Director,Fort Health,"Austin, TX",Mentor and train teams in customer success best practices. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Mentor and train teams in customer success best practices., Develop and implement AI-driven customer engagement strategies.","CX Strategy, Process Improvement, Team Leadership, Predictive Analytics, Customer Success","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, Process Improvement, Team Leadership"
Customer Success Manager,Protect AI,"New York, NY","Lead and oversee customer success initiatives. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Implement automation tools for workflow optimization., Oversee call center operations and optimize support channels., Develop and implement AI-driven customer engagement strategies.","AI & Machine Learning, CRM Platforms (Salesforce, Zendesk), Operational Efficiency, Team Leadership, Data Visualization","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, CX Strategy, Predictive Analytics"
Head of Operations,Medix Infusion,"New York, NY",Lead and oversee customer success initiatives. This role requires expertise in Team Leadership and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Drive customer satisfaction and retention efforts., Develop strategic roadmaps for customer experience improvement.","Team Leadership, Process Improvement, Data Visualization, Customer Success, Operational Efficiency","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, Team Leadership, CRM Platforms (Salesforce, Zendesk)"
Senior Customer Success Manager,Take Command Health,"New York, NY",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in AI & Machine Learning and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives.","Process Improvement, AI & Machine Learning, Team Leadership, CX Strategy, CRM Platforms (Salesforce, Zendesk)","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), Data Visualization, CX Strategy"
Call Center Director,CSC Serviceworks,"Austin, TX",Mentor and train teams in customer success best practices. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Lead and oversee customer success initiatives., Develop strategic roadmaps for customer experience improvement.","CRM Platforms (Salesforce, Zendesk), Operational Efficiency, AI & Machine Learning, Process Improvement, CX Strategy","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, Customer Success, CRM Platforms (Salesforce, Zendesk)"
Customer Experience Operations Manager,Protect AI,"Dallas, TX",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Collaborate with cross-functional teams to improve customer experience., Implement automation tools for workflow optimization.","Customer Success, AI & Machine Learning, Data Visualization, CX Strategy, CRM Platforms (Salesforce, Zendesk)","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, Data Visualization, Predictive Analytics"
Senior Customer Success Manager,Galliant Care,Remote,Collaborate with cross-functional teams to improve customer experience. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Collaborate with cross-functional teams to improve customer experience., Utilize machine learning and predictive analytics to enhance customer insights.","CRM Platforms (Salesforce, Zendesk), Process Improvement, KPI Management, Predictive Analytics, Data Visualization","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, CX Strategy, KPI Management"
Operations Manager,MongoDB,"San Francisco, CA",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Enhance operational efficiencies using data analytics., Develop and implement AI-driven customer engagement strategies.","CRM Platforms (Salesforce, Zendesk), KPI Management, CX Strategy, Predictive Analytics, Customer Success","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, Team Leadership, CX Strategy"
Operations Manager,Behavioral Health Group,"New York, NY",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Utilize machine learning and predictive analytics to enhance customer insights., Implement automation tools for workflow optimization., Mentor and train teams in customer success best practices.","CX Strategy, KPI Management, Data Visualization, Team Leadership, CRM Platforms (Salesforce, Zendesk)","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, AI & Machine Learning, CRM Platforms (Salesforce, Zendesk)"
Senior Customer Success Manager,OrthoTexas Physicians & Surgeons,Remote,Develop strategic roadmaps for customer experience improvement. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Utilize machine learning and predictive analytics to enhance customer insights., Oversee call center operations and optimize support channels., Drive customer satisfaction and retention efforts.","Operational Efficiency, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, CX Strategy, KPI Management","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, AI & Machine Learning, Team Leadership"
Director of Customer Support,Signify Health,"Austin, TX",Drive customer satisfaction and retention efforts. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Drive customer satisfaction and retention efforts., Oversee call center operations and optimize support channels.","Team Leadership, KPI Management, AI & Machine Learning, Operational Efficiency, Data Visualization","6+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Operational Efficiency, Predictive Analytics"
Senior Customer Success Manager,Medix Infusion,"Austin, TX",Enhance operational efficiencies using data analytics. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Lead and oversee customer success initiatives., Mentor and train teams in customer success best practices.","AI & Machine Learning, Predictive Analytics, CRM Platforms (Salesforce, Zendesk), Operational Efficiency, Customer Success","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, KPI Management, CX Strategy"
Senior AI Solutions Partner,Take Command Health,"Austin, TX",Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Develop strategic roadmaps for customer experience improvement., Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels.","KPI Management, AI & Machine Learning, Process Improvement, Team Leadership, Customer Success","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Data Visualization, Predictive Analytics"
Director of Call Center Operations,CSC Serviceworks,"Seattle, WA",Drive customer satisfaction and retention efforts. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Develop strategic roadmaps for customer experience improvement., Oversee call center operations and optimize support channels.","Operational Efficiency, CRM Platforms (Salesforce, Zendesk), Data Visualization, Predictive Analytics, CX Strategy","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Predictive Analytics, AI & Machine Learning"
Head of Operations,Behavioral Health Group,"New York, NY",Develop and implement AI-driven customer engagement strategies. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Mentor and train teams in customer success best practices., Develop strategic roadmaps for customer experience improvement.","Operational Efficiency, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, Data Visualization, Customer Success","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Team Leadership, CRM Platforms (Salesforce, Zendesk)"
Chief Operating Officer,Take Command Health,"Seattle, WA",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Drive customer satisfaction and retention efforts., Develop and implement AI-driven customer engagement strategies.","KPI Management, Data Visualization, Operational Efficiency, Team Leadership, CRM Platforms (Salesforce, Zendesk)","8+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, Process Improvement, CX Strategy"
Call Center Director,Craftable,"Seattle, WA",Lead and oversee customer success initiatives. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Drive customer satisfaction and retention efforts., Collaborate with cross-functional teams to improve customer experience.","CRM Platforms (Salesforce, Zendesk), KPI Management, Operational Efficiency, Data Visualization, Predictive Analytics","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Predictive Analytics, CRM Platforms (Salesforce, Zendesk)"
Call Center Director,Qlik,Remote,Develop and implement AI-driven customer engagement strategies. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Collaborate with cross-functional teams to improve customer experience., Mentor and train teams in customer success best practices.","CRM Platforms (Salesforce, Zendesk), Process Improvement, Customer Success, Operational Efficiency, Data Visualization","6+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Process Improvement, Customer Success, AI & Machine Learning"
Director of Customer Support,HappyCo,"Chicago, IL",Enhance operational efficiencies using data analytics. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Develop and implement AI-driven customer engagement strategies., Enhance operational efficiencies using data analytics.","CX Strategy, CRM Platforms (Salesforce, Zendesk), Operational Efficiency, Process Improvement, Predictive Analytics","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, CX Strategy, AI & Machine Learning"
Director of CX Operations,Signify Health,Remote,Utilize machine learning and predictive analytics to enhance customer insights. This role requires expertise in CX Strategy and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Oversee call center operations and optimize support channels., Develop and implement AI-driven customer engagement strategies.","AI & Machine Learning, CRM Platforms (Salesforce, Zendesk), Operational Efficiency, Process Improvement, Predictive Analytics","15+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, AI & Machine Learning, Process Improvement"
Senior AI Solutions Partner,Behavioral Health Group,"Austin, TX",Develop and implement AI-driven customer engagement strategies. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Oversee call center operations and optimize support channels., Mentor and train teams in customer success best practices.","CX Strategy, Operational Efficiency, CRM Platforms (Salesforce, Zendesk), Process Improvement, AI & Machine Learning","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CRM Platforms (Salesforce, Zendesk), KPI Management"
Senior Customer Success Manager,Protect AI,"Chicago, IL",Lead and oversee customer success initiatives. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Develop strategic roadmaps for customer experience improvement., Develop and implement AI-driven customer engagement strategies.","CRM Platforms (Salesforce, Zendesk), KPI Management, AI & Machine Learning, Predictive Analytics, Process Improvement","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Process Improvement, AI & Machine Learning"
Call Center Director,Fort Health,"Chicago, IL","Mentor and train teams in customer success best practices. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Lead and oversee customer success initiatives., Drive customer satisfaction and retention efforts., Oversee call center operations and optimize support channels.","KPI Management, CX Strategy, Team Leadership, CRM Platforms (Salesforce, Zendesk), Customer Success","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, Operational Efficiency, Predictive Analytics"
Senior Customer Success Manager,Take Command Health,"Chicago, IL",Implement automation tools for workflow optimization. This role requires expertise in Process Improvement and experience leading high-performing teams in a fast-paced environment.,"Oversee call center operations and optimize support channels., Lead and oversee customer success initiatives., Implement automation tools for workflow optimization.","CRM Platforms (Salesforce, Zendesk), Operational Efficiency, CX Strategy, Data Visualization, AI & Machine Learning","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","KPI Management, Operational Efficiency, Data Visualization"
Customer Success Manager,Stride Care,Remote,"Mentor and train teams in customer success best practices. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Mentor and train teams in customer success best practices., Lead and oversee customer success initiatives., Collaborate with cross-functional teams to improve customer experience.","Predictive Analytics, Data Visualization, AI & Machine Learning, KPI Management, CX Strategy","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), Team Leadership, KPI Management"
Customer Success Manager,MTM LLC,"San Francisco, CA",Oversee call center operations and optimize support channels. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Enhance operational efficiencies using data analytics., Implement automation tools for workflow optimization.","CX Strategy, CRM Platforms (Salesforce, Zendesk), Process Improvement, KPI Management, Customer Success","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Data Visualization, Process Improvement"
Infusion Customer Service Manager,OrthoTexas Physicians & Surgeons,Remote,Enhance operational efficiencies using data analytics. This role requires expertise in KPI Management and experience leading high-performing teams in a fast-paced environment.,"Mentor and train teams in customer success best practices., Collaborate with cross-functional teams to improve customer experience., Develop strategic roadmaps for customer experience improvement.","Customer Success, KPI Management, CRM Platforms (Salesforce, Zendesk), Data Visualization, Process Improvement","7+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Operational Efficiency, Process Improvement"
Call Center Director,MTM LLC,"Austin, TX",Oversee call center operations and optimize support channels. This role requires expertise in Operational Efficiency and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Develop and implement AI-driven customer engagement strategies., Mentor and train teams in customer success best practices.","CX Strategy, KPI Management, Operational Efficiency, Process Improvement, Predictive Analytics","6+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Data Visualization, AI & Machine Learning, KPI Management"
"VP, Customer Success",Galliant Care,"Chicago, IL",Enhance operational efficiencies using data analytics. This role requires expertise in AI & Machine Learning and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Lead and oversee customer success initiatives., Oversee call center operations and optimize support channels.","KPI Management, Operational Efficiency, CX Strategy, Predictive Analytics, Customer Success","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CX Strategy, Data Visualization, Customer Success"
"VP, Customer Success",Take Command Health,"New York, NY",Drive customer satisfaction and retention efforts. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Lead and oversee customer success initiatives., Enhance operational efficiencies using data analytics., Oversee call center operations and optimize support channels.","Team Leadership, Operational Efficiency, Customer Success, Process Improvement, Data Visualization","13+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, AI & Machine Learning, Data Visualization"
Patient Access Manager,Signify Health,"Dallas, TX",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Implement automation tools for workflow optimization., Drive customer satisfaction and retention efforts., Mentor and train teams in customer success best practices.","Team Leadership, KPI Management, AI & Machine Learning, Process Improvement, CX Strategy","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Customer Success, Operational Efficiency, Predictive Analytics"
Director of Customer Support,Qlik,"Seattle, WA","Develop strategic roadmaps for customer experience improvement. This role requires expertise in CRM Platforms (Salesforce, Zendesk) and experience leading high-performing teams in a fast-paced environment.","Implement automation tools for workflow optimization., Drive customer satisfaction and retention efforts., Oversee call center operations and optimize support channels.","Customer Success, Data Visualization, Operational Efficiency, CX Strategy, AI & Machine Learning","9+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Operational Efficiency, Predictive Analytics, Data Visualization"
Customer Experience Operations Manager,Medix Infusion,"New York, NY",Develop strategic roadmaps for customer experience improvement. This role requires expertise in Predictive Analytics and experience leading high-performing teams in a fast-paced environment.,"Develop and implement AI-driven customer engagement strategies., Utilize machine learning and predictive analytics to enhance customer insights., Enhance operational efficiencies using data analytics.","KPI Management, CRM Platforms (Salesforce, Zendesk), CX Strategy, Predictive Analytics, AI & Machine Learning","11+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CRM Platforms (Salesforce, Zendesk), Customer Success"
Data Scientist - AI Department,HappyCo,"New York, NY",Collaborate with cross-functional teams to improve customer experience. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Enhance operational efficiencies using data analytics., Mentor and train teams in customer success best practices., Drive customer satisfaction and retention efforts.","CX Strategy, Predictive Analytics, AI & Machine Learning, Operational Efficiency, CRM Platforms (Salesforce, Zendesk)","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Team Leadership, Customer Success, CX Strategy"
Director of CX Operations,Qlik,"San Francisco, CA",Drive customer satisfaction and retention efforts. This role requires expertise in Data Visualization and experience leading high-performing teams in a fast-paced environment.,"Drive customer satisfaction and retention efforts., Collaborate with cross-functional teams to improve customer experience., Oversee call center operations and optimize support channels.","CX Strategy, CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, Customer Success, Predictive Analytics","10+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","CRM Platforms (Salesforce, Zendesk), AI & Machine Learning, KPI Management"
Director of Customer Support,Behavioral Health Group,"Chicago, IL",Develop and implement AI-driven customer engagement strategies. This role requires expertise in Customer Success and experience leading high-performing teams in a fast-paced environment.,"Collaborate with cross-functional teams to improve customer experience., Drive customer satisfaction and retention efforts., Implement automation tools for workflow optimization.","CRM Platforms (Salesforce, Zendesk), Data Visualization, KPI Management, AI & Machine Learning, Operational Efficiency","12+ years in leadership roles related to Customer Success, CX Strategy, or AI-driven operational management.","Predictive Analytics, CX Strategy, Process Improvement"
