Job Title,Industry,Responsibilities,Qualifications,Location,Job Type,Salary Range
Senior CX Manager,SaaS,Drive innovation in customer success strategies using AI and ML technologies.; Integrate AI-based chatbots and automation solutions for enhanced support.; Implement predictive analytics to enhance customer insights.,"Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Strong leadership skills with experience managing 50+ team members.; Understanding of machine learning models applied to customer success.","Dallas, TX",Contract,$124k - $156k
Senior CX Manager,Hospitality,Implement predictive analytics to enhance customer insights.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Develop strategies to optimize customer journey and retention metrics.,"10+ years of experience in customer experience, AI, or operations leadership.; Excellent stakeholder management skills across cross-functional teams.; Strong leadership skills with experience managing 50+ team members.","Seattle, WA",Contract,$111k - $160k
AI Strategist,E-commerce,Integrate AI-based chatbots and automation solutions for enhanced support.; Lead customer experience initiatives to improve engagement and retention.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.,Experience in implementing workflow automation for large-scale operations.; Track record of reducing operational costs while improving CX efficiency.; Strong leadership skills with experience managing 50+ team members.,"Los Angeles, CA",Full-Time,$133k - $160k
Customer Insights Analyst,Finance,"Collaborate cross-functionally with sales, marketing, and product teams.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Develop strategies to optimize customer journey and retention metrics.",Understanding of machine learning models applied to customer success.; Proven expertise in AI-driven automation and predictive analytics.; Ability to drive customer satisfaction metrics and VoC programs.,"Dallas, TX",Remote,$96k - $232k
Director of Customer Experience,Hospitality,"Streamline customer service operations, reducing costs while improving CSAT.; Develop strategies to optimize customer journey and retention metrics.; Develop AI-driven automation strategies to optimize service workflows.",Track record of reducing operational costs while improving CX efficiency.; Ability to drive customer satisfaction metrics and VoC programs.; Strong leadership skills with experience managing 50+ team members.,"Austin, TX",Contract,$110k - $196k
Head of Member Services,Hospitality,"Drive innovation in customer success strategies using AI and ML technologies.; Streamline customer service operations, reducing costs while improving CSAT.; Implement predictive analytics to enhance customer insights.","10+ years of experience in customer experience, AI, or operations leadership.; Excellent stakeholder management skills across cross-functional teams.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.","New York, NY",Part-Time,$105k - $173k
Senior CX Manager,Retail,"Develop AI-driven automation strategies to optimize service workflows.; Implement predictive analytics to enhance customer insights.; Collaborate cross-functionally with sales, marketing, and product teams.",Ability to drive customer satisfaction metrics and VoC programs.; Strong leadership skills with experience managing 50+ team members.; Proven expertise in AI-driven automation and predictive analytics.,"Austin, TX",Part-Time,$99k - $235k
Customer Support Transformation Lead,Consulting,"Collaborate cross-functionally with sales, marketing, and product teams.; Implement predictive analytics to enhance customer insights.; Manage and mentor large customer support teams across multiple locations.","10+ years of experience in customer experience, AI, or operations leadership.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Experience in implementing workflow automation for large-scale operations.",Remote,Contract,$146k - $174k
Head of Member Services,Telecommunications,Implement predictive analytics to enhance customer insights.; Develop strategies to optimize customer journey and retention metrics.; Lead customer experience initiatives to improve engagement and retention.,"Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Proven expertise in AI-driven automation and predictive analytics.","San Francisco, CA",Remote,$134k - $159k
Customer Support Transformation Lead,E-commerce,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Drive innovation in customer success strategies using AI and ML technologies.; Develop AI-driven automation strategies to optimize service workflows.,Understanding of machine learning models applied to customer success.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Experience in implementing workflow automation for large-scale operations.,"Austin, TX",Part-Time,$88k - $237k
Customer Service Operations Manager,Telecommunications,Manage and mentor large customer support teams across multiple locations.; Develop AI-driven automation strategies to optimize service workflows.; Implement predictive analytics to enhance customer insights.,Excellent stakeholder management skills across cross-functional teams.; Experience in implementing workflow automation for large-scale operations.; Track record of reducing operational costs while improving CX efficiency.,"Boston, MA",Full-Time,$141k - $208k
Customer Service Operations Manager,Healthcare,"Streamline customer service operations, reducing costs while improving CSAT.; Develop strategies to optimize customer journey and retention metrics.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.",Understanding of machine learning models applied to customer success.; Experience in implementing workflow automation for large-scale operations.; Proven expertise in AI-driven automation and predictive analytics.,"Austin, TX",Remote,$123k - $152k
Vice President of Customer Success,Telecommunications,"Manage and mentor large customer support teams across multiple locations.; Develop strategies to optimize customer journey and retention metrics.; Collaborate cross-functionally with sales, marketing, and product teams.",Excellent stakeholder management skills across cross-functional teams.; Strong leadership skills with experience managing 50+ team members.; Understanding of machine learning models applied to customer success.,"New York, NY",Full-Time,$99k - $228k
Senior CX Manager,E-commerce,"Streamline customer service operations, reducing costs while improving CSAT.; Develop AI-driven automation strategies to optimize service workflows.; Develop strategies to optimize customer journey and retention metrics.",Data-driven decision-making mindset with expertise in Power BI or Tableau.; Understanding of machine learning models applied to customer success.; Excellent stakeholder management skills across cross-functional teams.,"Boston, MA",Full-Time,$80k - $246k
Customer Support Transformation Lead,Telecommunications,Lead customer experience initiatives to improve engagement and retention.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Drive innovation in customer success strategies using AI and ML technologies.,"Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Proven expertise in AI-driven automation and predictive analytics.","Chicago, IL",Contract,$106k - $247k
Senior CX Manager,Healthcare,Integrate AI-based chatbots and automation solutions for enhanced support.; Implement predictive analytics to enhance customer insights.; Develop AI-driven automation strategies to optimize service workflows.,"10+ years of experience in customer experience, AI, or operations leadership.; Proven expertise in AI-driven automation and predictive analytics.; Strong leadership skills with experience managing 50+ team members.","Austin, TX",Contract,$144k - $212k
Customer Service Operations Manager,Finance,Drive innovation in customer success strategies using AI and ML technologies.; Integrate AI-based chatbots and automation solutions for enhanced support.; Develop AI-driven automation strategies to optimize service workflows.,"Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Understanding of machine learning models applied to customer success.; 10+ years of experience in customer experience, AI, or operations leadership.","Denver, CO",Full-Time,$128k - $158k
Vice President of Customer Success,Healthcare,"Develop strategies to optimize customer journey and retention metrics.; Collaborate cross-functionally with sales, marketing, and product teams.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.",Data-driven decision-making mindset with expertise in Power BI or Tableau.; Strong leadership skills with experience managing 50+ team members.; Track record of reducing operational costs while improving CX efficiency.,"Denver, CO",Full-Time,$132k - $197k
Head of Member Services,Telecommunications,"Develop AI-driven automation strategies to optimize service workflows.; Manage and mentor large customer support teams across multiple locations.; Collaborate cross-functionally with sales, marketing, and product teams.",Understanding of machine learning models applied to customer success.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Ability to drive customer satisfaction metrics and VoC programs.,"Austin, TX",Full-Time,$135k - $221k
Head of Member Services,Telecommunications,Implement predictive analytics to enhance customer insights.; Manage and mentor large customer support teams across multiple locations.; Develop strategies to optimize customer journey and retention metrics.,"Ability to drive customer satisfaction metrics and VoC programs.; 10+ years of experience in customer experience, AI, or operations leadership.; Proven expertise in AI-driven automation and predictive analytics.","Los Angeles, CA",Remote,$149k - $191k
AI Implementation Consultant,SaaS,"Collaborate cross-functionally with sales, marketing, and product teams.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Manage and mentor large customer support teams across multiple locations.","Data-driven decision-making mindset with expertise in Power BI or Tableau.; 10+ years of experience in customer experience, AI, or operations leadership.; Strong leadership skills with experience managing 50+ team members.","Boston, MA",Full-Time,$105k - $186k
Customer Insights Analyst,Finance,Develop strategies to optimize customer journey and retention metrics.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Drive innovation in customer success strategies using AI and ML technologies.,Ability to drive customer satisfaction metrics and VoC programs.; Track record of reducing operational costs while improving CX efficiency.; Understanding of machine learning models applied to customer success.,"New York, NY",Part-Time,$112k - $178k
AI Implementation Consultant,SaaS,Develop AI-driven automation strategies to optimize service workflows.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Manage and mentor large customer support teams across multiple locations.,Proven expertise in AI-driven automation and predictive analytics.; Excellent stakeholder management skills across cross-functional teams.; Strong leadership skills with experience managing 50+ team members.,"Boston, MA",Remote,$99k - $196k
Customer Insights Analyst,Finance,"Collaborate cross-functionally with sales, marketing, and product teams.; Manage and mentor large customer support teams across multiple locations.; Streamline customer service operations, reducing costs while improving CSAT.",Ability to drive customer satisfaction metrics and VoC programs.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Experience in implementing workflow automation for large-scale operations.,"Chicago, IL",Full-Time,$113k - $198k
Customer Insights Analyst,Education,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Develop AI-driven automation strategies to optimize service workflows.; Lead customer experience initiatives to improve engagement and retention.,Track record of reducing operational costs while improving CX efficiency.; Strong leadership skills with experience managing 50+ team members.; Ability to drive customer satisfaction metrics and VoC programs.,"Austin, TX",Full-Time,$136k - $155k
Director of Customer Experience,Consulting,"Streamline customer service operations, reducing costs while improving CSAT.; Manage and mentor large customer support teams across multiple locations.; Integrate AI-based chatbots and automation solutions for enhanced support.",Excellent stakeholder management skills across cross-functional teams.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Strong leadership skills with experience managing 50+ team members.,"Austin, TX",Contract,$138k - $197k
Customer Experience Data Scientist,Consulting,"Implement predictive analytics to enhance customer insights.; Integrate AI-based chatbots and automation solutions for enhanced support.; Collaborate cross-functionally with sales, marketing, and product teams.",Track record of reducing operational costs while improving CX efficiency.; Understanding of machine learning models applied to customer success.; Data-driven decision-making mindset with expertise in Power BI or Tableau.,"New York, NY",Part-Time,$137k - $179k
Vice President of Customer Success,Consulting,"Streamline customer service operations, reducing costs while improving CSAT.; Integrate AI-based chatbots and automation solutions for enhanced support.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.","Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Track record of reducing operational costs while improving CX efficiency.; Excellent stakeholder management skills across cross-functional teams.","Denver, CO",Full-Time,$109k - $151k
Director of Customer Experience,Tech,"Drive innovation in customer success strategies using AI and ML technologies.; Streamline customer service operations, reducing costs while improving CSAT.; Develop AI-driven automation strategies to optimize service workflows.",Strong leadership skills with experience managing 50+ team members.; Understanding of machine learning models applied to customer success.; Track record of reducing operational costs while improving CX efficiency.,"San Francisco, CA",Part-Time,$85k - $161k
Customer Insights Analyst,Healthcare,Manage and mentor large customer support teams across multiple locations.; Develop AI-driven automation strategies to optimize service workflows.; Integrate AI-based chatbots and automation solutions for enhanced support.,"Proven expertise in AI-driven automation and predictive analytics.; Experience in implementing workflow automation for large-scale operations.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.","Boston, MA",Full-Time,$140k - $234k
Customer Insights Analyst,Education,Develop strategies to optimize customer journey and retention metrics.; Develop AI-driven automation strategies to optimize service workflows.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.,Experience in implementing workflow automation for large-scale operations.; Proven expertise in AI-driven automation and predictive analytics.; Excellent stakeholder management skills across cross-functional teams.,"Dallas, TX",Part-Time,$121k - $228k
Head of Member Services,Telecommunications,"Streamline customer service operations, reducing costs while improving CSAT.; Implement predictive analytics to enhance customer insights.; Manage and mentor large customer support teams across multiple locations.",Experience in implementing workflow automation for large-scale operations.; Excellent stakeholder management skills across cross-functional teams.; Understanding of machine learning models applied to customer success.,Remote,Part-Time,$140k - $166k
Customer Service Operations Manager,Consulting,"Collaborate cross-functionally with sales, marketing, and product teams.; Manage and mentor large customer support teams across multiple locations.; Lead customer experience initiatives to improve engagement and retention.",Excellent stakeholder management skills across cross-functional teams.; Track record of reducing operational costs while improving CX efficiency.; Understanding of machine learning models applied to customer success.,Remote,Contract,$104k - $227k
AI Implementation Consultant,SaaS,Lead customer experience initiatives to improve engagement and retention.; Implement predictive analytics to enhance customer insights.; Develop AI-driven automation strategies to optimize service workflows.,"10+ years of experience in customer experience, AI, or operations leadership.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Strong leadership skills with experience managing 50+ team members.","Denver, CO",Remote,$80k - $212k
Vice President of Customer Success,Finance,"Streamline customer service operations, reducing costs while improving CSAT.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Drive innovation in customer success strategies using AI and ML technologies.","Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; 10+ years of experience in customer experience, AI, or operations leadership.; Experience in implementing workflow automation for large-scale operations.","New York, NY",Full-Time,$148k - $207k
Customer Service Operations Manager,Retail,Manage and mentor large customer support teams across multiple locations.; Develop strategies to optimize customer journey and retention metrics.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.,Ability to drive customer satisfaction metrics and VoC programs.; Experience in implementing workflow automation for large-scale operations.; Data-driven decision-making mindset with expertise in Power BI or Tableau.,"Los Angeles, CA",Part-Time,$145k - $163k
Customer Support Transformation Lead,Consulting,Develop strategies to optimize customer journey and retention metrics.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Implement predictive analytics to enhance customer insights.,"Track record of reducing operational costs while improving CX efficiency.; Understanding of machine learning models applied to customer success.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.","New York, NY",Contract,$132k - $222k
Customer Experience Data Scientist,Consulting,Implement predictive analytics to enhance customer insights.; Integrate AI-based chatbots and automation solutions for enhanced support.; Develop AI-driven automation strategies to optimize service workflows.,Data-driven decision-making mindset with expertise in Power BI or Tableau.; Excellent stakeholder management skills across cross-functional teams.; Experience in implementing workflow automation for large-scale operations.,"Dallas, TX",Full-Time,$148k - $215k
Customer Experience Data Scientist,Telecommunications,"Lead customer experience initiatives to improve engagement and retention.; Manage and mentor large customer support teams across multiple locations.; Streamline customer service operations, reducing costs while improving CSAT.",Excellent stakeholder management skills across cross-functional teams.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Strong leadership skills with experience managing 50+ team members.,"Chicago, IL",Full-Time,$149k - $178k
AI Strategist,Tech,Develop strategies to optimize customer journey and retention metrics.; Implement predictive analytics to enhance customer insights.; Integrate AI-based chatbots and automation solutions for enhanced support.,Proven expertise in AI-driven automation and predictive analytics.; Experience in implementing workflow automation for large-scale operations.; Understanding of machine learning models applied to customer success.,"Seattle, WA",Full-Time,$129k - $199k
Customer Support Transformation Lead,Retail,"Collaborate cross-functionally with sales, marketing, and product teams.; Implement predictive analytics to enhance customer insights.; Lead customer experience initiatives to improve engagement and retention.","Ability to drive customer satisfaction metrics and VoC programs.; Track record of reducing operational costs while improving CX efficiency.; 10+ years of experience in customer experience, AI, or operations leadership.","Boston, MA",Part-Time,$87k - $194k
Customer Support Transformation Lead,Education,"Collaborate cross-functionally with sales, marketing, and product teams.; Develop strategies to optimize customer journey and retention metrics.; Manage and mentor large customer support teams across multiple locations.",Understanding of machine learning models applied to customer success.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Excellent stakeholder management skills across cross-functional teams.,"Dallas, TX",Remote,$85k - $182k
AI Strategist,Education,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Lead customer experience initiatives to improve engagement and retention.; Implement predictive analytics to enhance customer insights.,"Track record of reducing operational costs while improving CX efficiency.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; 10+ years of experience in customer experience, AI, or operations leadership.","Chicago, IL",Contract,$135k - $218k
Customer Insights Analyst,E-commerce,Integrate AI-based chatbots and automation solutions for enhanced support.; Develop strategies to optimize customer journey and retention metrics.; Implement predictive analytics to enhance customer insights.,Track record of reducing operational costs while improving CX efficiency.; Proven expertise in AI-driven automation and predictive analytics.; Data-driven decision-making mindset with expertise in Power BI or Tableau.,"San Francisco, CA",Full-Time,$131k - $246k
Customer Service Operations Manager,Telecommunications,"Develop strategies to optimize customer journey and retention metrics.; Drive innovation in customer success strategies using AI and ML technologies.; Streamline customer service operations, reducing costs while improving CSAT.",Understanding of machine learning models applied to customer success.; Ability to drive customer satisfaction metrics and VoC programs.; Data-driven decision-making mindset with expertise in Power BI or Tableau.,"San Francisco, CA",Contract,$147k - $166k
Vice President of Customer Success,Retail,Develop strategies to optimize customer journey and retention metrics.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Develop AI-driven automation strategies to optimize service workflows.,"Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Experience in implementing workflow automation for large-scale operations.; Strong leadership skills with experience managing 50+ team members.","Denver, CO",Part-Time,$147k - $223k
AI Strategist,SaaS,"Manage and mentor large customer support teams across multiple locations.; Collaborate cross-functionally with sales, marketing, and product teams.; Drive innovation in customer success strategies using AI and ML technologies.",Experience in implementing workflow automation for large-scale operations.; Strong leadership skills with experience managing 50+ team members.; Track record of reducing operational costs while improving CX efficiency.,"Dallas, TX",Full-Time,$110k - $159k
Senior CX Manager,Tech,"Collaborate cross-functionally with sales, marketing, and product teams.; Streamline customer service operations, reducing costs while improving CSAT.; Develop strategies to optimize customer journey and retention metrics.",Excellent stakeholder management skills across cross-functional teams.; Strong leadership skills with experience managing 50+ team members.; Track record of reducing operational costs while improving CX efficiency.,"New York, NY",Full-Time,$132k - $209k
AI Strategist,E-commerce,Develop AI-driven automation strategies to optimize service workflows.; Integrate AI-based chatbots and automation solutions for enhanced support.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.,"Excellent stakeholder management skills across cross-functional teams.; 10+ years of experience in customer experience, AI, or operations leadership.; Track record of reducing operational costs while improving CX efficiency.",Remote,Remote,$131k - $187k
Senior CX Manager,Telecommunications,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Manage and mentor large customer support teams across multiple locations.; Drive innovation in customer success strategies using AI and ML technologies.,"Data-driven decision-making mindset with expertise in Power BI or Tableau.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Understanding of machine learning models applied to customer success.","Austin, TX",Full-Time,$149k - $170k
Head of Member Services,Hospitality,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Implement predictive analytics to enhance customer insights.; Drive innovation in customer success strategies using AI and ML technologies.,Ability to drive customer satisfaction metrics and VoC programs.; Strong leadership skills with experience managing 50+ team members.; Proven expertise in AI-driven automation and predictive analytics.,"Austin, TX",Part-Time,$124k - $215k
Customer Support Transformation Lead,Education,"Manage and mentor large customer support teams across multiple locations.; Develop strategies to optimize customer journey and retention metrics.; Streamline customer service operations, reducing costs while improving CSAT.","Understanding of machine learning models applied to customer success.; Proven expertise in AI-driven automation and predictive analytics.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.","Los Angeles, CA",Contract,$136k - $158k
Director of Customer Experience,Tech,"Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Streamline customer service operations, reducing costs while improving CSAT.; Lead customer experience initiatives to improve engagement and retention.","10+ years of experience in customer experience, AI, or operations leadership.; Strong leadership skills with experience managing 50+ team members.; Ability to drive customer satisfaction metrics and VoC programs.","Los Angeles, CA",Contract,$102k - $163k
Customer Support Transformation Lead,Education,Develop AI-driven automation strategies to optimize service workflows.; Develop strategies to optimize customer journey and retention metrics.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.,Ability to drive customer satisfaction metrics and VoC programs.; Understanding of machine learning models applied to customer success.; Track record of reducing operational costs while improving CX efficiency.,"Los Angeles, CA",Contract,$113k - $204k
Customer Experience Data Scientist,Education,"Streamline customer service operations, reducing costs while improving CSAT.; Lead customer experience initiatives to improve engagement and retention.; Manage and mentor large customer support teams across multiple locations.","Strong leadership skills with experience managing 50+ team members.; Proven expertise in AI-driven automation and predictive analytics.; 10+ years of experience in customer experience, AI, or operations leadership.","Dallas, TX",Contract,$132k - $243k
Customer Support Transformation Lead,Hospitality,"Collaborate cross-functionally with sales, marketing, and product teams.; Integrate AI-based chatbots and automation solutions for enhanced support.; Lead customer experience initiatives to improve engagement and retention.",Strong leadership skills with experience managing 50+ team members.; Excellent stakeholder management skills across cross-functional teams.; Understanding of machine learning models applied to customer success.,"Austin, TX",Remote,$140k - $164k
Vice President of Customer Success,Healthcare,"Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Collaborate cross-functionally with sales, marketing, and product teams.; Streamline customer service operations, reducing costs while improving CSAT.",Track record of reducing operational costs while improving CX efficiency.; Excellent stakeholder management skills across cross-functional teams.; Experience in implementing workflow automation for large-scale operations.,Remote,Remote,$99k - $222k
AI Implementation Consultant,Consulting,"Streamline customer service operations, reducing costs while improving CSAT.; Integrate AI-based chatbots and automation solutions for enhanced support.; Drive innovation in customer success strategies using AI and ML technologies.",Proven expertise in AI-driven automation and predictive analytics.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Experience in implementing workflow automation for large-scale operations.,"San Francisco, CA",Remote,$137k - $186k
Vice President of Customer Success,Telecommunications,"Manage and mentor large customer support teams across multiple locations.; Drive innovation in customer success strategies using AI and ML technologies.; Collaborate cross-functionally with sales, marketing, and product teams.",Understanding of machine learning models applied to customer success.; Experience in implementing workflow automation for large-scale operations.; Strong leadership skills with experience managing 50+ team members.,"Denver, CO",Full-Time,$119k - $218k
Customer Insights Analyst,Consulting,"Collaborate cross-functionally with sales, marketing, and product teams.; Drive innovation in customer success strategies using AI and ML technologies.; Streamline customer service operations, reducing costs while improving CSAT.",Track record of reducing operational costs while improving CX efficiency.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Strong leadership skills with experience managing 50+ team members.,"Denver, CO",Contract,$97k - $162k
Customer Support Transformation Lead,Education,"Drive innovation in customer success strategies using AI and ML technologies.; Collaborate cross-functionally with sales, marketing, and product teams.; Develop AI-driven automation strategies to optimize service workflows.","Understanding of machine learning models applied to customer success.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Strong leadership skills with experience managing 50+ team members.","San Francisco, CA",Contract,$96k - $186k
Customer Experience Data Scientist,Retail,Implement predictive analytics to enhance customer insights.; Drive innovation in customer success strategies using AI and ML technologies.; Manage and mentor large customer support teams across multiple locations.,"Experience in implementing workflow automation for large-scale operations.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; 10+ years of experience in customer experience, AI, or operations leadership.","Chicago, IL",Part-Time,$143k - $182k
Customer Insights Analyst,E-commerce,Develop strategies to optimize customer journey and retention metrics.; Lead customer experience initiatives to improve engagement and retention.; Develop AI-driven automation strategies to optimize service workflows.,Experience in implementing workflow automation for large-scale operations.; Ability to drive customer satisfaction metrics and VoC programs.; Excellent stakeholder management skills across cross-functional teams.,"Seattle, WA",Part-Time,$96k - $212k
Vice President of Customer Success,Hospitality,Develop AI-driven automation strategies to optimize service workflows.; Implement predictive analytics to enhance customer insights.; Manage and mentor large customer support teams across multiple locations.,"Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Track record of reducing operational costs while improving CX efficiency.; Understanding of machine learning models applied to customer success.","Boston, MA",Contract,$112k - $154k
Customer Experience Data Scientist,SaaS,"Collaborate cross-functionally with sales, marketing, and product teams.; Develop strategies to optimize customer journey and retention metrics.; Streamline customer service operations, reducing costs while improving CSAT.",Proven expertise in AI-driven automation and predictive analytics.; Understanding of machine learning models applied to customer success.; Track record of reducing operational costs while improving CX efficiency.,"San Francisco, CA",Contract,$116k - $166k
AI Strategist,Tech,Manage and mentor large customer support teams across multiple locations.; Lead customer experience initiatives to improve engagement and retention.; Develop strategies to optimize customer journey and retention metrics.,Experience in implementing workflow automation for large-scale operations.; Proven expertise in AI-driven automation and predictive analytics.; Ability to drive customer satisfaction metrics and VoC programs.,"New York, NY",Contract,$98k - $177k
AI Strategist,Telecommunications,Implement predictive analytics to enhance customer insights.; Lead customer experience initiatives to improve engagement and retention.; Develop strategies to optimize customer journey and retention metrics.,Data-driven decision-making mindset with expertise in Power BI or Tableau.; Understanding of machine learning models applied to customer success.; Strong leadership skills with experience managing 50+ team members.,"Denver, CO",Part-Time,$145k - $190k
AI Strategist,Education,"Drive innovation in customer success strategies using AI and ML technologies.; Collaborate cross-functionally with sales, marketing, and product teams.; Develop strategies to optimize customer journey and retention metrics.","Strong leadership skills with experience managing 50+ team members.; Ability to drive customer satisfaction metrics and VoC programs.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.","Boston, MA",Remote,$136k - $178k
Senior CX Manager,Telecommunications,"Lead customer experience initiatives to improve engagement and retention.; Collaborate cross-functionally with sales, marketing, and product teams.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.",Excellent stakeholder management skills across cross-functional teams.; Data-driven decision-making mindset with expertise in Power BI or Tableau.; Track record of reducing operational costs while improving CX efficiency.,"Seattle, WA",Part-Time,$83k - $229k
AI Strategist,Hospitality,"Collaborate cross-functionally with sales, marketing, and product teams.; Streamline customer service operations, reducing costs while improving CSAT.; Drive innovation in customer success strategies using AI and ML technologies.","Strong leadership skills with experience managing 50+ team members.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Understanding of machine learning models applied to customer success.","Boston, MA",Contract,$136k - $178k
Head of Member Services,SaaS,Manage and mentor large customer support teams across multiple locations.; Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Integrate AI-based chatbots and automation solutions for enhanced support.,Strong leadership skills with experience managing 50+ team members.; Proven expertise in AI-driven automation and predictive analytics.; Track record of reducing operational costs while improving CX efficiency.,"Denver, CO",Contract,$106k - $221k
Senior CX Manager,Hospitality,"Collaborate cross-functionally with sales, marketing, and product teams.; Integrate AI-based chatbots and automation solutions for enhanced support.; Develop strategies to optimize customer journey and retention metrics.","Data-driven decision-making mindset with expertise in Power BI or Tableau.; Understanding of machine learning models applied to customer success.; 10+ years of experience in customer experience, AI, or operations leadership.","Chicago, IL",Full-Time,$96k - $196k
Customer Service Operations Manager,Finance,"Collaborate cross-functionally with sales, marketing, and product teams.; Lead customer experience initiatives to improve engagement and retention.; Manage and mentor large customer support teams across multiple locations.","Understanding of machine learning models applied to customer success.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Strong leadership skills with experience managing 50+ team members.","Boston, MA",Part-Time,$141k - $236k
AI Implementation Consultant,E-commerce,Develop strategies to optimize customer journey and retention metrics.; Integrate AI-based chatbots and automation solutions for enhanced support.; Implement predictive analytics to enhance customer insights.,Strong leadership skills with experience managing 50+ team members.; Understanding of machine learning models applied to customer success.; Ability to drive customer satisfaction metrics and VoC programs.,Remote,Part-Time,$147k - $221k
AI Implementation Consultant,Finance,Oversee VoC (Voice of the Customer) programs and customer satisfaction metrics.; Drive innovation in customer success strategies using AI and ML technologies.; Lead customer experience initiatives to improve engagement and retention.,"Excellent stakeholder management skills across cross-functional teams.; Ability to drive customer satisfaction metrics and VoC programs.; 10+ years of experience in customer experience, AI, or operations leadership.","Boston, MA",Remote,$146k - $152k
Senior CX Manager,E-commerce,"Streamline customer service operations, reducing costs while improving CSAT.; Integrate AI-based chatbots and automation solutions for enhanced support.; Drive innovation in customer success strategies using AI and ML technologies.","10+ years of experience in customer experience, AI, or operations leadership.; Understanding of machine learning models applied to customer success.; Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.","San Francisco, CA",Part-Time,$104k - $199k
Customer Service Operations Manager,Education,"Manage and mentor large customer support teams across multiple locations.; Streamline customer service operations, reducing costs while improving CSAT.; Implement predictive analytics to enhance customer insights.","Deep knowledge of SaaS platforms such as Zendesk, Salesforce, Totango.; Experience in implementing workflow automation for large-scale operations.; Track record of reducing operational costs while improving CX efficiency.","Austin, TX",Full-Time,$144k - $201k
